epoch,optimisation_tile_loss,train_tile_loss,train_tile_accuracy,train_image_accuracy,valid_tile_loss,valid_tile_accuracy,valid_tile_balanced_accuracy,valid_tile_macro_f1,valid_image_accuracy,valid_image_balanced_accuracy,valid_image_macro_f1
1,1.80900302639714,1.0556693739361234,0.4513888888888889,0.4444444444444444,1.0866094297832913,0.5208333333333334,0.5208333333333334,0.41071428571428575,0.5555555555555556,0.5555555555555555,0.44047619047619047
2,1.175490591261122,1.0075287995515045,0.5555555555555556,0.5555555555555556,1.0867214997609456,0.3125,0.3125,0.2127659574468085,0.3333333333333333,0.3333333333333333,0.2222222222222222
3,1.1625019952102944,1.034523601885195,0.43287037037037035,0.4444444444444444,1.062916424539354,0.3263888888888889,0.3263888888888889,0.18111753371868977,0.3333333333333333,0.3333333333333333,0.1818181818181818
4,1.114269075570283,1.0081647568278842,0.5578703703703703,0.5555555555555556,1.1068970759709675,0.3194444444444444,0.3194444444444445,0.215962441314554,0.3333333333333333,0.3333333333333333,0.2222222222222222
5,0.9946425093544854,0.9731424086623721,0.5347222222222222,0.5555555555555556,1.1861727899975247,0.2708333333333333,0.2708333333333333,0.204064529645925,0.2222222222222222,0.2222222222222222,0.16666666666666666
6,0.9913513174763432,0.9250189993116591,0.5740740740740741,0.5555555555555556,1.1060286627875433,0.2986111111111111,0.2986111111111111,0.2062350119904077,0.3333333333333333,0.3333333333333333,0.2222222222222222
7,0.9302146478935525,0.8922824329800076,0.5787037037037037,0.5555555555555556,1.2296842601564195,0.2777777777777778,0.2777777777777778,0.19753086419753085,0.3333333333333333,0.3333333333333333,0.2222222222222222
8,0.9166737993558248,0.8619140607339365,0.6087962962962963,0.6296296296296297,1.1059437857733831,0.24305555555555555,0.24305555555555555,0.178117048346056,0.2222222222222222,0.2222222222222222,0.16666666666666666
9,0.9131221881619206,0.8286668216740644,0.6087962962962963,0.6296296296296297,1.094096885787116,0.2638888888888889,0.2638888888888889,0.209367048346056,0.2222222222222222,0.2222222222222222,0.16666666666666666
10,0.9805470219364872,0.8581111386970237,0.6203703703703703,0.6666666666666666,1.4102943473392062,0.04861111111111111,0.04861111111111111,0.04649054649054649,0.0,0.0,0.0
11,0.8870963763307642,0.8038194311989678,0.6527777777777778,0.6666666666666666,1.0303813483979967,0.125,0.125,0.10862831858407081,0.1111111111111111,0.1111111111111111,0.09523809523809523
12,0.8635459211137559,0.7634746233622233,0.6435185185185185,0.6666666666666666,1.2826831075880263,0.0,0.0,0.0,0.0,0.0,0.0
13,0.8431979682710435,0.7409739383944759,0.6458333333333334,0.6666666666666666,0.9951323535707262,0.10416666666666667,0.10416666666666667,0.0900900900900901,0.1111111111111111,0.1111111111111111,0.09523809523809523
14,0.7791756082464147,0.7221241670626181,0.6597222222222222,0.6666666666666666,1.1888970798916287,0.0,0.0,0.0,0.0,0.0,0.0
15,0.7368612355656095,0.7117268078856998,0.6620370370370371,0.6666666666666666,1.2741451528337266,0.0,0.0,0.0,0.0,0.0,0.0
16,0.7877524186063696,0.7065865220846953,0.6643518518518519,0.6666666666666666,1.2339488135443792,0.006944444444444444,0.006944444444444444,0.006944444444444444,0.0,0.0,0.0
17,0.750564021092874,0.7042940468699844,0.6643518518518519,0.6666666666666666,1.350972678926256,0.0,0.0,0.0,0.0,0.0,0.0
18,0.7463085452715555,0.692684930783731,0.6689814814814815,0.6666666666666666,1.1875097221798367,0.0,0.0,0.0,0.0,0.0,0.0
19,0.7395004166497124,0.6876246156515898,0.6689814814814815,0.6666666666666666,1.1616962618298001,0.0,0.0,0.0,0.0,0.0,0.0
20,0.7527819253780224,0.6888920068740845,0.6921296296296297,0.7777777777777778,1.1936538484361436,0.09722222222222222,0.09722222222222222,0.08484848484848484,0.1111111111111111,0.1111111111111111,0.09523809523809523
21,0.7644906651090693,0.6997496684392294,0.6527777777777778,0.6666666666666666,1.2759180731243558,0.1527777777777778,0.15277777777777776,0.12429378531073447,0.2222222222222222,0.2222222222222222,0.16666666666666666
22,0.7382230802818581,0.6878946489757962,0.6666666666666666,0.6666666666666666,1.2233185635672674,0.0,0.0,0.0,0.0,0.0,0.0
23,0.7501882314682007,0.7331568863656786,0.6296296296296297,0.6666666666666666,1.4731069538328383,0.0,0.0,0.0,0.0,0.0,0.0
