epoch,optimisation_tile_loss,train_tile_loss,train_tile_accuracy,train_image_accuracy,valid_tile_loss,valid_tile_accuracy,valid_tile_balanced_accuracy,valid_tile_macro_f1,valid_image_accuracy,valid_image_balanced_accuracy,valid_image_macro_f1
1,1.7992883920669556,1.0527108466183697,0.3425925925925926,0.3333333333333333,1.1089005668958027,0.3055555555555556,0.3055555555555555,0.15602836879432624,0.3333333333333333,0.3333333333333333,0.16666666666666666
2,1.1479834936283253,0.9916386184868989,0.49537037037037035,0.4444444444444444,1.165552298227946,0.3125,0.3125,0.24640400250156347,0.3333333333333333,0.3333333333333333,0.2738095238095238
3,1.1528716573008784,1.0150020475740786,0.6041666666666666,0.5925925925925926,1.0826374822192721,0.2847222222222222,0.2847222222222222,0.21734664530177902,0.2222222222222222,0.2222222222222222,0.16666666666666666
4,1.0901718470785353,0.9720572144896896,0.5555555555555556,0.5555555555555556,1.1489877700805664,0.3194444444444444,0.3194444444444445,0.215962441314554,0.3333333333333333,0.3333333333333333,0.2222222222222222
5,0.9774015921133535,0.950600802898407,0.5509259259259259,0.5555555555555556,1.1953880786895752,0.3055555555555556,0.3055555555555556,0.21426541631145213,0.3333333333333333,0.3333333333333333,0.2222222222222222
6,0.9898544395411456,0.9333523136598093,0.5648148148148148,0.5555555555555556,1.0873533884684246,0.3125,0.3125,0.2127659574468085,0.3333333333333333,0.3333333333333333,0.2222222222222222
7,0.9366597687756574,0.9078966842757331,0.5648148148148148,0.5555555555555556,1.209586262702942,0.3055555555555556,0.3055555555555556,0.21584640215846404,0.3333333333333333,0.3333333333333333,0.2222222222222222
8,0.9328751475722702,0.8968664518109074,0.5671296296296297,0.5555555555555556,1.0971666839387682,0.3055555555555556,0.3055555555555555,0.20952380952380953,0.3333333333333333,0.3333333333333333,0.2222222222222222
9,0.9407155491687633,0.8833229100262677,0.5833333333333334,0.5555555555555556,1.1325346099005804,0.2916666666666667,0.2916666666666667,0.2028985507246377,0.3333333333333333,0.3333333333333333,0.2222222222222222
10,0.9877168116746126,0.8855623073048062,0.5925925925925926,0.5925925925925926,1.3328220181994967,0.2708333333333333,0.2708333333333333,0.19402985074626866,0.2222222222222222,0.2222222222222222,0.16666666666666666
11,0.9294294163032815,0.8827046509142276,0.5995370370370371,0.5925925925925926,1.0748695929845173,0.2638888888888889,0.2638888888888889,0.1890547263681592,0.2222222222222222,0.2222222222222222,0.16666666666666666
12,0.9230865836143494,0.8502439337748068,0.6226851851851852,0.6666666666666666,1.2694623072942097,0.1875,0.1875,0.1487603305785124,0.2222222222222222,0.2222222222222222,0.16666666666666666
13,0.9167317858448735,0.8319032920731438,0.6157407407407407,0.5925925925925926,1.0659411350886028,0.25,0.25,0.1818181818181818,0.2222222222222222,0.2222222222222222,0.16666666666666666
14,0.854112567725005,0.7822584642304314,0.6296296296296297,0.6666666666666666,1.2212090359793768,0.1527777777777778,0.15277777777777776,0.12535612535612536,0.2222222222222222,0.2222222222222222,0.16666666666666666
15,0.8016529502692046,0.7468072043524848,0.6458333333333334,0.5925925925925926,1.262809952100118,0.11805555555555555,0.11805555555555557,0.10119047619047618,0.1111111111111111,0.1111111111111111,0.09523809523809523
16,0.8649822738435533,0.7449983645368505,0.6319444444444444,0.6666666666666666,1.2129064136081271,0.2152777777777778,0.2152777777777778,0.164021164021164,0.2222222222222222,0.2222222222222222,0.16666666666666666
17,0.7853601906034682,0.7420495858898869,0.6527777777777778,0.6666666666666666,1.4480996131896973,0.006944444444444444,0.006944444444444444,0.006944444444444444,0.0,0.0,0.0
18,0.7665777206420898,0.7062252693706088,0.6319444444444444,0.6666666666666666,1.1102098226547241,0.18055555555555555,0.18055555555555558,0.15591752879888474,0.2222222222222222,0.2222222222222222,0.16666666666666666
19,0.7707528273264567,0.695101777712504,0.6620370370370371,0.6296296296296297,1.1330558061599731,0.09722222222222222,0.09722222222222222,0.08562691131498472,0.1111111111111111,0.1111111111111111,0.09523809523809523
20,0.7649769032443011,0.6938248254634716,0.6712962962962963,0.6666666666666666,1.1757249567243788,0.2013888888888889,0.20138888888888892,0.17377708286799196,0.2222222222222222,0.2222222222222222,0.16666666666666666
21,0.7747534811496735,0.6945889150654828,0.6435185185185185,0.6666666666666666,1.262671497133043,0.1736111111111111,0.17361111111111113,0.1388888888888889,0.2222222222222222,0.2222222222222222,0.16666666666666666
22,0.7443374814810576,0.6834855289370926,0.6620370370370371,0.6666666666666666,1.165502044889662,0.06944444444444445,0.06944444444444445,0.06289308176100629,0.0,0.0,0.0
23,0.7302471421383046,0.6851296358638339,0.6597222222222222,0.6666666666666666,1.3539037704467773,0.0,0.0,0.0,0.0,0.0,0.0
