epoch,optimisation_tile_loss,train_tile_loss,train_tile_accuracy,train_image_accuracy,valid_tile_loss,valid_tile_accuracy,valid_tile_balanced_accuracy,valid_tile_macro_f1,valid_image_accuracy,valid_image_balanced_accuracy,valid_image_macro_f1
1,1.508533649974399,1.0524338748719957,0.3333333333333333,0.3333333333333333,1.1268507772021823,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666
2,1.140294282524674,0.9703698842613785,0.5162037037037037,0.4444444444444444,1.0716392861472235,0.2916666666666667,0.2916666666666667,0.2382622248197935,0.3333333333333333,0.3333333333333333,0.2738095238095238
3,1.1338161958588495,0.9465259070749636,0.5717592592592593,0.5555555555555556,1.0960642761654324,0.2986111111111111,0.2986111111111111,0.2062350119904077,0.3333333333333333,0.3333333333333333,0.2222222222222222
4,1.0489805142084758,0.9188275270991855,0.5740740740740741,0.5555555555555556,1.2885509861840143,0.2847222222222222,0.2847222222222222,0.20098039215686272,0.3333333333333333,0.3333333333333333,0.2222222222222222
5,0.9302420395391958,0.9047811892297533,0.5763888888888888,0.5555555555555556,1.3590596384472318,0.2708333333333333,0.2708333333333333,0.19402985074626866,0.3333333333333333,0.3333333333333333,0.2222222222222222
6,0.9334904220369127,0.8678348991605971,0.5902777777777778,0.5555555555555556,1.1404546366797552,0.2847222222222222,0.2847222222222222,0.21519146264908975,0.2222222222222222,0.2222222222222222,0.16666666666666666
7,0.8989546034071181,0.8444262323556123,0.5879629629629629,0.5555555555555556,1.2565300067265828,0.2708333333333333,0.2708333333333333,0.19402985074626866,0.3333333333333333,0.3333333333333333,0.2222222222222222
8,0.8611846985640349,0.788279644868992,0.6273148148148148,0.6666666666666666,1.1774199936125014,0.24305555555555555,0.24305555555555555,0.1794871794871795,0.2222222222222222,0.2222222222222222,0.16666666666666666
9,0.8716982051178261,0.7689103793214869,0.6226851851851852,0.6666666666666666,1.1825154225031536,0.1527777777777778,0.15277777777777776,0.13028613898179117,0.1111111111111111,0.1111111111111111,0.09523809523809523
10,0.9574312920923587,0.8205446126284422,0.6296296296296297,0.6666666666666666,1.4901934729682074,0.24305555555555555,0.24305555555555555,0.1794871794871795,0.2222222222222222,0.2222222222222222,0.16666666666666666
11,0.8417601739918744,0.7782705889807807,0.6273148148148148,0.6666666666666666,1.086744679345025,0.2847222222222222,0.28472222222222227,0.2647306397306397,0.2222222222222222,0.2222222222222222,0.20634920634920637
12,0.853206956828082,0.7633181821416926,0.5995370370370371,0.6296296296296297,1.3358650737338595,0.125,0.125,0.10909090909090909,0.1111111111111111,0.1111111111111111,0.09523809523809523
