architecture,diagnostic,condition,experiment,contamination_rate,incorrect_training_labels,train_sizes,validation_sizes,test_sizes,validation_repetition,n_train_images,n_valid_images,n_test_images,best_epoch,validation_image_accuracy,validation_image_balanced_accuracy,validation_image_macro_f1,validation_tile_accuracy,validation_tile_balanced_accuracy,validation_tile_macro_f1,test_image_accuracy,test_image_balanced_accuracy,test_image_macro_f1,test_tile_accuracy,test_tile_balanced_accuracy,test_tile_macro_f1
custom_cnn,size_generalisation,train_small_large_test_medium,PCA 1-band CNN,0.0,0,small_large,small_large,medium,3,24,6,15,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
custom_cnn,size_generalisation,train_small_large_test_medium,VIP 1-band CNN,0.0,0,small_large,small_large,medium,3,24,6,15,57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
custom_cnn,size_generalisation,train_small_large_test_medium,PCA 3-band CNN,0.0,0,small_large,small_large,medium,3,24,6,15,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
custom_cnn,size_generalisation,train_small_large_test_medium,VIP 3-band CNN,0.0,0,small_large,small_large,medium,3,24,6,15,18,1.0,1.0,1.0,0.9895833333333334,0.9895833333333334,0.9895807895807897,1.0,1.0,1.0,1.0,1.0,1.0
custom_cnn,size_generalisation,train_small_large_test_medium,RGB 3-band CNN,0.0,0,small_large,small_large,medium,3,24,6,15,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
