epoch,stage,optimisation_tile_loss,train_tile_loss,train_tile_accuracy,train_image_accuracy,valid_tile_loss,valid_tile_accuracy,valid_tile_balanced_accuracy,valid_tile_macro_f1,valid_image_accuracy,valid_image_balanced_accuracy,valid_image_macro_f1
76,frozen_backbone,0.18010289911870603,0.17610686741493367,1.0,1.0,0.17648756504058838,1.0,1.0,1.0,1.0,1.0,1.0
77,frozen_backbone,0.18015580983073623,0.1760245296690199,1.0,1.0,0.17631733583079445,1.0,1.0,1.0,1.0,1.0,1.0
78,frozen_backbone,0.17931179923039894,0.17588191948555135,1.0,1.0,0.17622031768163046,1.0,1.0,1.0,1.0,1.0,1.0
79,frozen_backbone,0.1796695992902473,0.17604087789853415,1.0,1.0,0.17632392048835754,1.0,1.0,1.0,1.0,1.0,1.0
80,frozen_backbone,0.17982774089883874,0.1758374168916985,1.0,1.0,0.1763230264186859,1.0,1.0,1.0,1.0,1.0,1.0
81,frozen_backbone,0.1799949148186931,0.17581949686562573,1.0,1.0,0.1762492193116082,1.0,1.0,1.0,1.0,1.0,1.0
82,frozen_backbone,0.180205547147327,0.17568766077359518,1.0,1.0,0.17613736788431802,1.0,1.0,1.0,1.0,1.0,1.0
83,frozen_backbone,0.17862509742931085,0.17560503107530098,1.0,1.0,0.17611518502235413,1.0,1.0,1.0,1.0,1.0,1.0
84,frozen_backbone,0.17894565452028205,0.17556975892296545,1.0,1.0,0.17601576778623793,1.0,1.0,1.0,1.0,1.0,1.0
85,frozen_backbone,0.178826328780916,0.17577276240896295,1.0,1.0,0.17607831954956055,1.0,1.0,1.0,1.0,1.0,1.0
86,frozen_backbone,0.1800020762063839,0.17547698815663657,1.0,1.0,0.17611059546470642,1.0,1.0,1.0,1.0,1.0,1.0
87,frozen_backbone,0.17904702380851464,0.17540472525137443,1.0,1.0,0.17599502371417153,1.0,1.0,1.0,1.0,1.0,1.0
88,frozen_backbone,0.1795031119275976,0.1754205215860296,1.0,1.0,0.17597995698451996,1.0,1.0,1.0,1.0,1.0,1.0
89,frozen_backbone,0.1795912793389073,0.17536986646828828,1.0,1.0,0.17598194711738163,1.0,1.0,1.0,1.0,1.0,1.0
90,frozen_backbone,0.18017670070683514,0.1756542965217873,1.0,1.0,0.1760297483868069,1.0,1.0,1.0,1.0,1.0,1.0
91,frozen_backbone,0.17897796520480402,0.1753125505314933,1.0,1.0,0.17583279146088493,1.0,1.0,1.0,1.0,1.0,1.0
92,frozen_backbone,0.17885929070137166,0.1753520303302341,1.0,1.0,0.1760230130619473,1.0,1.0,1.0,1.0,1.0,1.0
93,frozen_backbone,0.17900334850505548,0.17518454238220496,1.0,1.0,0.17575276891390482,1.0,1.0,1.0,1.0,1.0,1.0
94,frozen_backbone,0.17930340766906738,0.17514615478339018,1.0,1.0,0.17582888073391384,1.0,1.0,1.0,1.0,1.0,1.0
95,frozen_backbone,0.17899122668637168,0.17503608763217926,1.0,1.0,0.17588061259852517,1.0,1.0,1.0,1.0,1.0,1.0
96,frozen_backbone,0.17878925138049656,0.17515375879075792,1.0,1.0,0.17581070959568024,1.0,1.0,1.0,1.0,1.0,1.0
97,frozen_backbone,0.17797562148835924,0.17499828669759962,1.0,1.0,0.17591164178318447,1.0,1.0,1.0,1.0,1.0,1.0
98,frozen_backbone,0.1794605674567046,0.17495812917197193,1.0,1.0,0.17571471134821573,1.0,1.0,1.0,1.0,1.0,1.0
99,frozen_backbone,0.17850446921807747,0.17496449914243487,1.0,1.0,0.1758167048295339,1.0,1.0,1.0,1.0,1.0,1.0
100,frozen_backbone,0.17888899147510529,0.17487615512477028,1.0,1.0,0.17575260334544712,1.0,1.0,1.0,1.0,1.0,1.0
