epoch,stage,optimisation_tile_loss,train_tile_loss,train_tile_accuracy,train_image_accuracy,valid_tile_loss,valid_tile_accuracy,valid_tile_balanced_accuracy,valid_tile_macro_f1,valid_image_accuracy,valid_image_balanced_accuracy,valid_image_macro_f1
1,frozen_backbone,1.1774017413457234,0.7446257339583503,0.8796296296296297,1.0,0.7373875776926676,0.8541666666666666,0.8541666666666666,0.8463938973647712,1.0,1.0,1.0
2,frozen_backbone,0.6830510232183669,0.4671051248356148,0.9560185185185185,1.0,0.4598258005248176,0.9513888888888888,0.951388888888889,0.9515608278464022,1.0,1.0,1.0
3,frozen_backbone,0.4212570477415014,0.3177574806743198,0.9953703703703703,1.0,0.3084670239024692,1.0,1.0,1.0,1.0,1.0,1.0
4,frozen_backbone,0.3070971060682226,0.2541180021233029,0.9976851851851852,1.0,0.24945333268907335,0.9930555555555556,0.9930555555555555,0.993054801953337,1.0,1.0,1.0
5,frozen_backbone,0.2481085878831369,0.22913892180831344,1.0,1.0,0.22545814514160156,1.0,1.0,1.0,1.0,1.0,1.0
6,frozen_backbone,0.22881555998766864,0.2141906530768783,1.0,1.0,0.212368110815684,1.0,1.0,1.0,1.0,1.0,1.0
7,frozen_backbone,0.22074211857937,0.20614414303391068,1.0,1.0,0.20463298757870993,1.0,1.0,1.0,1.0,1.0,1.0
8,frozen_backbone,0.216640826176714,0.20147425708947359,1.0,1.0,0.20110047856966654,1.0,1.0,1.0,1.0,1.0,1.0
9,frozen_backbone,0.20512798759672377,0.19717044024555772,1.0,1.0,0.19678853617774117,1.0,1.0,1.0,1.0,1.0,1.0
10,frozen_backbone,0.2009601918635545,0.19333480464087593,1.0,1.0,0.19286998940838707,1.0,1.0,1.0,1.0,1.0,1.0
11,frozen_backbone,0.1976205375459459,0.1912035953115534,1.0,1.0,0.19102570745680067,1.0,1.0,1.0,1.0,1.0,1.0
12,frozen_backbone,0.19680902858575186,0.1892277670127374,1.0,1.0,0.18923140399985844,1.0,1.0,1.0,1.0,1.0,1.0
13,frozen_backbone,0.1953797765352108,0.1876205194879461,1.0,1.0,0.18770747714572483,1.0,1.0,1.0,1.0,1.0,1.0
14,frozen_backbone,0.19345824034125716,0.1864188716367439,1.0,1.0,0.18665023313628304,1.0,1.0,1.0,1.0,1.0,1.0
15,frozen_backbone,0.1927666476479283,0.18510791107460303,1.0,1.0,0.1851438648170895,1.0,1.0,1.0,1.0,1.0,1.0
16,frozen_backbone,0.19034941108138473,0.184222470830988,1.0,1.0,0.18470377061102125,1.0,1.0,1.0,1.0,1.0,1.0
17,frozen_backbone,0.1878053187220185,0.1832359990587941,1.0,1.0,0.18361016114552817,1.0,1.0,1.0,1.0,1.0,1.0
18,frozen_backbone,0.18939368923505148,0.18261359300878313,1.0,1.0,0.1831117702855004,1.0,1.0,1.0,1.0,1.0,1.0
19,frozen_backbone,0.18863995980333398,0.182159294684728,1.0,1.0,0.1825270586543613,1.0,1.0,1.0,1.0,1.0,1.0
20,frozen_backbone,0.1882719193343763,0.18153713919498302,1.0,1.0,0.1823249657948812,1.0,1.0,1.0,1.0,1.0,1.0
21,frozen_backbone,0.18455157235816674,0.18093500755451344,1.0,1.0,0.1815129833088981,1.0,1.0,1.0,1.0,1.0,1.0
22,frozen_backbone,0.18823343184259203,0.18047015920833306,1.0,1.0,0.1810246871577369,1.0,1.0,1.0,1.0,1.0,1.0
23,frozen_backbone,0.1856338111338792,0.18035669348858022,1.0,1.0,0.1812471797068914,1.0,1.0,1.0,1.0,1.0,1.0
24,frozen_backbone,0.184353933290199,0.1798268887731764,1.0,1.0,0.18042320840888554,1.0,1.0,1.0,1.0,1.0,1.0
25,frozen_backbone,0.18510222876513446,0.17968887863335786,1.0,1.0,0.18044007817904154,1.0,1.0,1.0,1.0,1.0,1.0
26,frozen_backbone,0.18512580019456368,0.17940381721214013,1.0,1.0,0.18034513791402182,1.0,1.0,1.0,1.0,1.0,1.0
27,frozen_backbone,0.18371332078068345,0.17911593229682357,1.0,1.0,0.17981399926874372,1.0,1.0,1.0,1.0,1.0,1.0
28,frozen_backbone,0.18365805292571033,0.17881207444049693,1.0,1.0,0.1796918080912696,1.0,1.0,1.0,1.0,1.0,1.0
29,frozen_backbone,0.18269211771311583,0.1786135920771846,1.0,1.0,0.1794878194729487,1.0,1.0,1.0,1.0,1.0,1.0
30,frozen_backbone,0.18369416175065217,0.17848577322783293,1.0,1.0,0.17928325798776415,1.0,1.0,1.0,1.0,1.0,1.0
31,frozen_backbone,0.18237654754409083,0.17822670605447558,1.0,1.0,0.17916645937495762,1.0,1.0,1.0,1.0,1.0,1.0
32,frozen_backbone,0.18242769164067726,0.17807434885590165,1.0,1.0,0.1790762162870831,1.0,1.0,1.0,1.0,1.0,1.0
33,frozen_backbone,0.18320403937940244,0.17808368029417815,1.0,1.0,0.1792106098598904,1.0,1.0,1.0,1.0,1.0,1.0
34,frozen_backbone,0.18292632533444297,0.17781523477148126,1.0,1.0,0.17884457111358643,1.0,1.0,1.0,1.0,1.0,1.0
35,frozen_backbone,0.1817671755949656,0.1777217498532048,1.0,1.0,0.17869536247518328,1.0,1.0,1.0,1.0,1.0,1.0
36,frozen_backbone,0.18084071411026847,0.17751751508977678,1.0,1.0,0.17839588556024763,1.0,1.0,1.0,1.0,1.0,1.0
37,frozen_backbone,0.18306887536137192,0.17752469248241848,1.0,1.0,0.17869219680627188,1.0,1.0,1.0,1.0,1.0,1.0
38,frozen_backbone,0.18279141629183734,0.17730081302148323,1.0,1.0,0.17846519417232937,1.0,1.0,1.0,1.0,1.0,1.0
39,frozen_backbone,0.18236822000256292,0.17723183389063235,1.0,1.0,0.17823274599181282,1.0,1.0,1.0,1.0,1.0,1.0
40,frozen_backbone,0.18110280456366362,0.17706209090020922,1.0,1.0,0.17823363675011528,1.0,1.0,1.0,1.0,1.0,1.0
41,frozen_backbone,0.18129108404671704,0.177032094862726,1.0,1.0,0.1781370292107264,1.0,1.0,1.0,1.0,1.0,1.0
42,frozen_backbone,0.18146232432789272,0.17692492957468386,1.0,1.0,0.17823126084274715,1.0,1.0,1.0,1.0,1.0,1.0
43,frozen_backbone,0.18134885198540157,0.1769075807597902,1.0,1.0,0.17836417423354256,1.0,1.0,1.0,1.0,1.0,1.0
44,frozen_backbone,0.18207079944787202,0.17673925282778563,1.0,1.0,0.17793883052137163,1.0,1.0,1.0,1.0,1.0,1.0
45,frozen_backbone,0.18184675993742766,0.17659335224716752,1.0,1.0,0.1779178645875719,1.0,1.0,1.0,1.0,1.0,1.0
46,frozen_backbone,0.18151166648776443,0.17676431823659827,1.0,1.0,0.1783595151371426,1.0,1.0,1.0,1.0,1.0,1.0
47,frozen_backbone,0.18124328277729176,0.1765632767368246,1.0,1.0,0.17764394647545284,1.0,1.0,1.0,1.0,1.0,1.0
48,frozen_backbone,0.18109064797560373,0.17633954187234244,1.0,1.0,0.1777394778198666,1.0,1.0,1.0,1.0,1.0,1.0
49,frozen_backbone,0.181548320584827,0.17642159980756264,1.0,1.0,0.17802757687038845,1.0,1.0,1.0,1.0,1.0,1.0
50,frozen_backbone,0.18005983807422496,0.17617636091179317,1.0,1.0,0.17746547030078041,1.0,1.0,1.0,1.0,1.0,1.0
51,frozen_backbone,0.17994255600152192,0.17640390550648724,1.0,1.0,0.1778482331169976,1.0,1.0,1.0,1.0,1.0,1.0
52,frozen_backbone,0.18081967808582164,0.1760675564960197,1.0,1.0,0.17754120959175956,1.0,1.0,1.0,1.0,1.0,1.0
53,frozen_backbone,0.18020914329422844,0.1760551294794789,1.0,1.0,0.17740981777509054,1.0,1.0,1.0,1.0,1.0,1.0
54,frozen_backbone,0.1801027070592951,0.1759371006930316,1.0,1.0,0.17735486891534594,1.0,1.0,1.0,1.0,1.0,1.0
55,frozen_backbone,0.1808427925463076,0.17589069185433565,1.0,1.0,0.17753021087911394,1.0,1.0,1.0,1.0,1.0,1.0
56,frozen_backbone,0.17993874847888947,0.17577623493141598,1.0,1.0,0.17727090583907235,1.0,1.0,1.0,1.0,1.0,1.0
57,frozen_backbone,0.1807581075915584,0.1757379979998977,1.0,1.0,0.1771918601459927,1.0,1.0,1.0,1.0,1.0,1.0
58,frozen_backbone,0.180161757601632,0.17561590726728793,1.0,1.0,0.17712232967217764,1.0,1.0,1.0,1.0,1.0,1.0
59,frozen_backbone,0.18007159233093262,0.17558575669924417,1.0,1.0,0.17712287439240348,1.0,1.0,1.0,1.0,1.0,1.0
60,frozen_backbone,0.18040900153142433,0.17548243149563117,1.0,1.0,0.1770136853059133,1.0,1.0,1.0,1.0,1.0,1.0
61,frozen_backbone,0.1809224718146854,0.17550272191012348,1.0,1.0,0.1771604667107264,1.0,1.0,1.0,1.0,1.0,1.0
62,frozen_backbone,0.17971896683728253,0.17554997349226917,1.0,1.0,0.17742557326952615,1.0,1.0,1.0,1.0,1.0,1.0
63,frozen_backbone,0.17968055771456826,0.1753462685479058,1.0,1.0,0.17703322569529215,1.0,1.0,1.0,1.0,1.0,1.0
64,frozen_backbone,0.17857899599605137,0.1753178608638269,1.0,1.0,0.1770121587647332,1.0,1.0,1.0,1.0,1.0,1.0
65,frozen_backbone,0.179818171593878,0.17525643882928071,1.0,1.0,0.17704992492993674,1.0,1.0,1.0,1.0,1.0,1.0
66,frozen_backbone,0.1796319639241254,0.17518802980581918,1.0,1.0,0.17698306838671365,1.0,1.0,1.0,1.0,1.0,1.0
67,frozen_backbone,0.18003194199668038,0.17516058683395386,1.0,1.0,0.17690575785107082,1.0,1.0,1.0,1.0,1.0,1.0
68,frozen_backbone,0.17945036512834053,0.17502563198407492,1.0,1.0,0.1767436679866579,1.0,1.0,1.0,1.0,1.0,1.0
69,frozen_backbone,0.1785270494443399,0.1751397141703853,1.0,1.0,0.17705048786269295,1.0,1.0,1.0,1.0,1.0,1.0
70,frozen_backbone,0.1793761005004247,0.17502848417670638,1.0,1.0,0.17670902444256675,1.0,1.0,1.0,1.0,1.0,1.0
71,frozen_backbone,0.17873776069393865,0.17498359691213677,1.0,1.0,0.17685512867238787,1.0,1.0,1.0,1.0,1.0,1.0
