epoch,stage,optimisation_tile_loss,train_tile_loss,train_tile_accuracy,train_image_accuracy,valid_tile_loss,valid_tile_accuracy,valid_tile_balanced_accuracy,valid_tile_macro_f1,valid_image_accuracy,valid_image_balanced_accuracy,valid_image_macro_f1
72,frozen_backbone,0.17874808333538197,0.17497803105248344,1.0,1.0,0.17694053716129726,1.0,1.0,1.0,1.0,1.0,1.0
73,frozen_backbone,0.17925860815578037,0.1749118318160375,1.0,1.0,0.1768191092544132,1.0,1.0,1.0,1.0,1.0,1.0
74,frozen_backbone,0.17793719249743004,0.1747876168401153,1.0,1.0,0.17653077840805054,1.0,1.0,1.0,1.0,1.0,1.0
75,frozen_backbone,0.1786910946722384,0.17484828112302003,1.0,1.0,0.17662830319669512,1.0,1.0,1.0,1.0,1.0,1.0
76,frozen_backbone,0.17834562449543565,0.17471172357047046,1.0,1.0,0.17657431297832066,1.0,1.0,1.0,1.0,1.0,1.0
77,frozen_backbone,0.17947446251357044,0.17480844148883112,1.0,1.0,0.176675859424803,1.0,1.0,1.0,1.0,1.0,1.0
78,frozen_backbone,0.17858440456566987,0.17462166647116342,1.0,1.0,0.1765733990404341,1.0,1.0,1.0,1.0,1.0,1.0
79,frozen_backbone,0.17963256217815257,0.17472705024260063,1.0,1.0,0.17669973770777384,1.0,1.0,1.0,1.0,1.0,1.0
80,frozen_backbone,0.17933835254775154,0.17455886525136452,1.0,1.0,0.17643162773715126,1.0,1.0,1.0,1.0,1.0,1.0
81,frozen_backbone,0.17897257815908502,0.17479200219666516,1.0,1.0,0.17656979295942518,1.0,1.0,1.0,1.0,1.0,1.0
82,frozen_backbone,0.17841675877571106,0.17449069023132324,1.0,1.0,0.17646253440115187,1.0,1.0,1.0,1.0,1.0,1.0
83,frozen_backbone,0.17859884544655127,0.17446418603261313,1.0,1.0,0.1763106965356403,1.0,1.0,1.0,1.0,1.0,1.0
84,frozen_backbone,0.17853292933216802,0.1744415401308625,1.0,1.0,0.17629705038335589,1.0,1.0,1.0,1.0,1.0,1.0
85,frozen_backbone,0.17884019789872346,0.17476336437243004,1.0,1.0,0.17705411050054762,1.0,1.0,1.0,1.0,1.0,1.0
86,frozen_backbone,0.1784940908352534,0.1744794155712481,1.0,1.0,0.17659218112627664,1.0,1.0,1.0,1.0,1.0,1.0
87,frozen_backbone,0.17830909623040092,0.1743199516225744,1.0,1.0,0.17630006869633993,1.0,1.0,1.0,1.0,1.0,1.0
88,frozen_backbone,0.1777459024279206,0.1744028252583963,1.0,1.0,0.17656662397914463,1.0,1.0,1.0,1.0,1.0,1.0
89,frozen_backbone,0.17850460388042308,0.17434810985017707,1.0,1.0,0.1763781938287947,1.0,1.0,1.0,1.0,1.0,1.0
90,frozen_backbone,0.17814498587890906,0.17429648284558896,1.0,1.0,0.1764112396372689,1.0,1.0,1.0,1.0,1.0,1.0
91,frozen_backbone,0.17844457372471137,0.17423688813492103,1.0,1.0,0.17638659146096972,1.0,1.0,1.0,1.0,1.0,1.0
92,frozen_backbone,0.17772183981206682,0.17422359078018754,1.0,1.0,0.17636409567462075,1.0,1.0,1.0,1.0,1.0,1.0
93,frozen_backbone,0.17801506486203936,0.17410387264357674,1.0,1.0,0.17623941600322723,1.0,1.0,1.0,1.0,1.0,1.0
