epoch,stage,optimisation_tile_loss,train_tile_loss,train_tile_accuracy,train_image_accuracy,valid_tile_loss,valid_tile_accuracy,valid_tile_balanced_accuracy,valid_tile_macro_f1,valid_image_accuracy,valid_image_balanced_accuracy,valid_image_macro_f1
55,frozen_backbone,0.17788205764911794,0.1739485721897196,1.0,1.0,0.17633875542216831,1.0,1.0,1.0,1.0,1.0,1.0
56,frozen_backbone,0.17765989071793026,0.17389363326408244,1.0,1.0,0.1763782815800773,1.0,1.0,1.0,1.0,1.0,1.0
57,frozen_backbone,0.17838419642713335,0.1738204680107258,1.0,1.0,0.1762465387582779,1.0,1.0,1.0,1.0,1.0,1.0
58,frozen_backbone,0.17785633879679222,0.17380190833851142,1.0,1.0,0.17622663577397665,1.0,1.0,1.0,1.0,1.0,1.0
59,frozen_backbone,0.17818748950958252,0.17399408419926962,1.0,1.0,0.17662180463473,1.0,1.0,1.0,1.0,1.0,1.0
60,frozen_backbone,0.17742416704142536,0.17375457286834717,1.0,1.0,0.1761739088429345,1.0,1.0,1.0,1.0,1.0,1.0
61,frozen_backbone,0.17817590413270173,0.17407109671168858,1.0,1.0,0.17673443423377144,1.0,1.0,1.0,1.0,1.0,1.0
62,frozen_backbone,0.1785963922739029,0.17369640590967955,1.0,1.0,0.17609914971722496,1.0,1.0,1.0,1.0,1.0,1.0
63,frozen_backbone,0.1771671893420043,0.17362513310379452,1.0,1.0,0.17630719972981346,1.0,1.0,1.0,1.0,1.0,1.0
64,frozen_backbone,0.1777628273875625,0.1735381660638032,1.0,1.0,0.1761322038041221,1.0,1.0,1.0,1.0,1.0,1.0
65,frozen_backbone,0.1773192203707165,0.1735765481436694,1.0,1.0,0.1761264767911699,1.0,1.0,1.0,1.0,1.0,1.0
66,frozen_backbone,0.17721785991280167,0.17348856837661178,1.0,1.0,0.1760210229290856,1.0,1.0,1.0,1.0,1.0,1.0
67,frozen_backbone,0.17755619243339257,0.17342264067243646,1.0,1.0,0.17599883013301426,1.0,1.0,1.0,1.0,1.0,1.0
68,frozen_backbone,0.17697935358241754,0.1735544988402614,1.0,1.0,0.17601949638790554,1.0,1.0,1.0,1.0,1.0,1.0
69,frozen_backbone,0.17737792818634598,0.1733560727702247,1.0,1.0,0.1758038236035241,1.0,1.0,1.0,1.0,1.0,1.0
70,frozen_backbone,0.1768912805451287,0.1734510279364056,1.0,1.0,0.17613175676928627,1.0,1.0,1.0,1.0,1.0,1.0
71,frozen_backbone,0.17675550171622523,0.17331333623992073,1.0,1.0,0.17586210370063782,1.0,1.0,1.0,1.0,1.0,1.0
72,frozen_backbone,0.1760097653777511,0.17328744022934525,1.0,1.0,0.17585166129801008,1.0,1.0,1.0,1.0,1.0,1.0
73,frozen_backbone,0.1765979649843993,0.17317772132379036,1.0,1.0,0.17589204178916085,1.0,1.0,1.0,1.0,1.0,1.0
74,frozen_backbone,0.17660180065366957,0.17319382671956662,1.0,1.0,0.17603623204761082,1.0,1.0,1.0,1.0,1.0,1.0
75,frozen_backbone,0.17705877621968588,0.17316847487732215,1.0,1.0,0.1756944176223543,1.0,1.0,1.0,1.0,1.0,1.0
76,frozen_backbone,0.17596289405116328,0.1731788631942537,1.0,1.0,0.1757568038172192,1.0,1.0,1.0,1.0,1.0,1.0
77,frozen_backbone,0.17673212620947096,0.17317090542228133,1.0,1.0,0.17576349112722608,1.0,1.0,1.0,1.0,1.0,1.0
78,frozen_backbone,0.1764083488119973,0.1730411637712408,1.0,1.0,0.17552930778927273,1.0,1.0,1.0,1.0,1.0,1.0
79,frozen_backbone,0.17688889856691714,0.17318417131900787,1.0,1.0,0.17582249641418457,1.0,1.0,1.0,1.0,1.0,1.0
80,frozen_backbone,0.17632187847737912,0.17300443847974142,1.0,1.0,0.17553399503231049,1.0,1.0,1.0,1.0,1.0,1.0
81,frozen_backbone,0.1762215809689628,0.17308191182436766,1.0,1.0,0.17580868469344246,1.0,1.0,1.0,1.0,1.0,1.0
82,frozen_backbone,0.1762824367593836,0.17297642208911754,1.0,1.0,0.1755521082215839,1.0,1.0,1.0,1.0,1.0,1.0
83,frozen_backbone,0.176218804385927,0.17297785370438187,1.0,1.0,0.17567323644955954,1.0,1.0,1.0,1.0,1.0,1.0
84,frozen_backbone,0.1762504936368377,0.1728738612598843,1.0,1.0,0.1754285709725486,1.0,1.0,1.0,1.0,1.0,1.0
85,frozen_backbone,0.176323765957797,0.17312246009155555,1.0,1.0,0.175958385070165,1.0,1.0,1.0,1.0,1.0,1.0
86,frozen_backbone,0.17651846563374554,0.17290370828575558,1.0,1.0,0.175553560256958,1.0,1.0,1.0,1.0,1.0,1.0
87,frozen_backbone,0.17617058919535744,0.17281740683096428,1.0,1.0,0.175449894534217,1.0,1.0,1.0,1.0,1.0,1.0
88,frozen_backbone,0.17561588795096786,0.17276501821147072,1.0,1.0,0.17550450728999245,1.0,1.0,1.0,1.0,1.0,1.0
89,frozen_backbone,0.176454970130214,0.1728378920643418,1.0,1.0,0.17555837829907736,1.0,1.0,1.0,1.0,1.0,1.0
90,frozen_backbone,0.17585209067221041,0.1727208506177973,1.0,1.0,0.17539084288809034,1.0,1.0,1.0,1.0,1.0,1.0
91,frozen_backbone,0.1759702342527884,0.17276396574797453,1.0,1.0,0.1754901541603936,1.0,1.0,1.0,1.0,1.0,1.0
92,frozen_backbone,0.17554369513635282,0.1727115865106936,1.0,1.0,0.17552726136313546,1.0,1.0,1.0,1.0,1.0,1.0
93,frozen_backbone,0.17555989766562427,0.17261395189497206,1.0,1.0,0.17543483773867288,1.0,1.0,1.0,1.0,1.0,1.0
94,frozen_backbone,0.1751943396197425,0.17262582039391552,1.0,1.0,0.17539522548516592,1.0,1.0,1.0,1.0,1.0,1.0
